Date,Open,High,Low,Adj Close,Volume,Close
2009-01-02 00:00:00+00:00,28.361755431,29.8151482923,28.2911452515,29.5091708478,34283700,29.5091708478
2009-01-05 00:00:00+00:00,29.4444448499,30.7095438992,29.3738346704,30.2035042795,47644500,30.2035042795
2009-01-06 00:00:00+00:00,30.6624704463,31.2979620617,30.3447246385,30.5330184505,48372500,30.5330184505
2009-01-07 00:00:00+00:00,30.0681681022,30.0681681022,28.9501735935,29.2384984931,39213500,29.2384984931
2009-01-08 00:00:00+00:00,29.2384984931,29.6621595701,28.926636867,29.6150861171,33266800,29.6150861171
2009-01-09 00:00:00+00:00,29.6033177538,29.6327386619,28.5088599716,28.6206594225,39956800,28.6206594225
2009-01-12 00:00:00+00:00,28.2264192536,28.2793768883,27.3496761916,27.4908965505,34441100,27.4908965505
2009-01-13 00:00:00+00:00,27.5379700035,28.3205661596,27.467359824,28.1793458006,46765900,28.1793458006
2009-01-14 00:00:00+00:00,27.7262638155,27.7556847237,26.5729642171,26.8318682086,40609100,26.8318682086
2009-01-15 00:00:00+00:00,26.7847947556,27.2261083774,25.8903991486,27.1672665612,44107700,27.1672665612
2009-01-16 00:00:00+00:00,27.6615378177,27.8733683561,26.731837121,27.3849812813,43669800,27.3849812813
2009-01-20 00:00:00+00:00,26.9142467513,27.5732750933,25.8668624221,25.9257042384,44919700,25.9257042384
2009-01-21 00:00:00+00:00,26.2905234991,27.7439163604,26.1434189585,27.6674219993,42385100,27.6674219993
2009-01-22 00:00:00+00:00,27.0495829287,27.4732440057,26.3375969521,26.9083625697,53570200,26.9083625697
2009-01-23 00:00:00+00:00,26.261102591,28.0675463498,26.0963455055,27.6909587258,44226300,27.6909587258
2009-01-26 00:00:00+00:00,27.891020901,28.9207526853,27.7556847237,28.2028825271,43157200,28.2028825271
2009-01-27 00:00:00+00:00,28.0675463498,28.50297579,27.7439163604,28.2499559801,38836800,28.2499559801
2009-01-28 00:00:00+00:00,28.7442272366,29.2384984931,28.2558401618,29.020783773,39301800,29.020783773
2009-01-29 00:00:00+00:00,28.4264814289,28.6147752409,27.8615999929,27.9969361703,43711400,27.9969361703
2009-01-30 00:00:00+00:00,28.4676707002,28.6265436041,27.4085180078,27.608580183,42919400,27.608580183
2009-02-02 00:00:00+00:00,27.0319303838,27.420286371,26.8436365718,27.1672665612,30589800,27.1672665612
2009-02-03 00:00:00+00:00,27.3143711018,27.8145265399,27.0495829287,27.6380010912,31321000,27.6380010912
2009-02-04 00:00:00+00:00,27.8674841745,28.2793768883,27.608580183,27.8969050826,36117700,27.8969050826
2009-02-05 00:00:00+00:00,27.702727089,28.6795012387,27.3849812813,28.5794701511,42584200,28.5794701511
2009-02-06 00:00:00+00:00,28.2499559801,29.3032244909,28.1558090741,29.1090464973,38522000,29.1090464973
2009-02-09 00:00:00+00:00,29.2502668563,29.8739901085,28.9619419567,29.2149617666,34013300,29.2149617666
2009-02-10 00:00:00+00:00,29.3620663072,29.6268544803,27.6026960014,27.8557158113,56727300,27.8557158113
2009-02-11 00:00:00+00:00,28.0734305314,28.3205661596,26.9966252941,27.5379700035,42512400,27.5379700035
2009-02-12 00:00:00+00:00,27.0201620206,27.6497694544,26.6729953047,27.5850434565,45132300,27.5850434565
2009-02-13 00:00:00+00:00,27.5968118198,28.079314713,27.467359824,27.6497694544,37459300,27.6497694544
2009-02-17 00:00:00+00:00,26.7436054842,26.8377523902,25.6903369734,25.7374104264,51896300,25.7374104264
2009-02-18 00:00:00+00:00,25.8903991486,26.025735326,25.2960968045,25.5903058858,42806400,25.5903058858
2009-02-19 00:00:00+00:00,25.8668624221,26.1139980504,25.4667380717,25.5961900674,33995500,25.5961900674
2009-02-20 00:00:00+00:00,25.0813241752,25.2931547137,24.3428593813,24.9371617254,44701500,24.9371617254
2009-02-23 00:00:00+00:00,25.3902437105,25.4843906165,23.7014835842,23.7720937637,34483500,23.7720937637
2009-02-24 00:00:00+00:00,24.0251135736,25.0313086314,23.8603564881,24.8900882724,33881600,24.8900882724
2009-02-25 00:00:00+00:00,24.8842040908,25.366706984,24.2192915672,24.7429837318,43807400,24.7429837318
2009-02-26 00:00:00+00:00,25.1960657169,25.7374104264,24.7724046399,24.8018255481,32142700,24.8018255481
2009-02-27 00:00:00+00:00,24.2604808386,25.037192813,23.9368508492,24.203992695,43079100,24.203992695
2009-03-02 00:00:00+00:00,23.6485259496,23.7956304902,22.3598901738,22.4305003533,46688900,22.4305003533
2009-03-03 00:00:00+00:00,22.842393067,23.2425174175,22.3010483576,22.5422998042,45461100,22.5422998042
2009-03-04 00:00:00+00:00,23.3248959603,24.1074921163,23.0954128769,23.6191050415,46003800,23.6191050415
2009-03-05 00:00:00+00:00,23.1012970585,23.4131586846,22.3598901738,22.5776048939,45155000,22.5776048939
2009-03-06 00:00:00+00:00,22.9306557914,23.4955372274,22.0068392763,22.8247405222,47774200,22.8247405222
2009-03-09 00:00:00+00:00,22.5658365307,23.6132208599,22.4128478084,22.8659297935,42000700,22.8659297935
2009-03-10 00:00:00+00:00,23.4661163193,24.3193226548,23.3307801419,24.0251135736,41694100,24.0251135736
2009-03-11 00:00:00+00:00,24.1722181142,24.4958481036,23.4896530458,23.925082486,38345000,23.925082486
2009-03-12 00:00:00+00:00,24.1545655693,24.7488679134,23.7309044924,24.6429526442,31922600,24.6429526442
2009-03-13 00:00:00+00:00,24.8135939113,24.9136249989,24.1016079347,24.4193537425,29572900,24.4193537425
2009-03-16 00:00:00+00:00,24.4075853792,25.319633531,24.3075542916,24.7312153686,28061500,24.7312153686
2009-03-17 00:00:00+00:00,24.6606051891,26.3905545867,24.4370062873,25.5844217041,27705100,25.5844217041
2009-03-18 00:00:00+00:00,25.2372549883,26.1434189585,24.6517789166,25.8433256956,42396200,25.8433256956
2009-03-19 00:00:00+00:00,26.7141845761,27.0790038368,26.3787862235,26.4670489478,39763500,26.4670489478
2009-03-20 00:00:00+00:00,26.6676438227,26.7504625924,25.3543747614,25.437193531,37636600,25.437193531
2009-03-23 00:00:00+00:00,26.0465030505,27.5549877831,25.9873467864,27.5313252775,46786100,27.5313252775
2009-03-24 00:00:00+00:00,27.1231470557,27.4011814966,26.6617281963,26.9456782636,29797700,26.9456782636
2009-03-25 00:00:00+00:00,26.9338470108,27.3952658702,26.1588999521,26.8806063732,33459200,26.8806063732
2009-03-26 00:00:00+00:00,27.3124471006,27.5963971679,26.7918719772,27.1113158029,34222400,27.1113158029
2009-03-27 00:00:00+00:00,26.5315844155,26.6380656907,26.1529843257,26.3067906122,28668300,26.3067906122
2009-03-30 00:00:00+00:00,25.6442404551,25.6679029607,24.8988715284,25.3330785063,27319100,25.3330785063
2009-03-31 00:00:00+00:00,25.7270592247,25.7743842359,25.1059184524,25.1177497052,39342000,25.1177497052
2009-04-01 00:00:00+00:00,24.5498495706,25.8335405,24.5321618477,25.6501560815,33200600,25.6501560815
2009-04-02 00:00:00+00:00,26.6084875587,27.1468095613,26.5079219098,26.7031375811,35305100,26.7031375811
2009-04-03 00:00:00+00:00,26.6025719323,27.4130127494,26.5197531627,27.2237127046,27522700,27.2237127046
2009-04-06 00:00:00+00:00,26.8687751204,26.9042688788,26.2772124801,26.6735594491,26211700,26.6735594491
2009-04-07 00:00:00+00:00,26.1027015013,26.1766468313,25.7329748511,25.8749498848,22315100,25.8749498848
2009-04-08 00:00:00+00:00,25.9281905224,26.4724281514,25.407615399,26.2062249633,23558300,26.2062249633
2009-04-09 00:00:00+00:00,26.9279313844,27.1054001765,26.6380656907,26.9752563957,20326700,26.9752563957
2009-04-13 00:00:00+00:00,26.4251031402,26.9279313844,26.040587424,26.6794750755,17751800,26.6794750755
2009-04-14 00:00:00+00:00,26.5079219098,27.0462439125,26.2535499745,26.6084875587,21082500,26.6084875587
2009-04-15 00:00:00+00:00,26.496090657,26.7682094716,26.2121405897,26.6439813171,21218500,26.6439813171
2009-04-16 00:00:00+00:00,26.8983532524,26.9870876485,26.2298874689,26.7682094716,17762900,26.7682094716
2009-04-17 00:00:00+00:00,26.833281362,27.2177970782,26.6617281963,27.0817376709,22068300,27.0817376709
2009-04-20 00:00:00+00:00,26.407356261,26.466512525,25.6205779495,25.7684686095,18445900,25.7684686095
2009-04-21 00:00:00+00:00,25.4786029158,26.3422843706,25.3721216406,26.2772124801,8003700,26.2772124801
2009-04-22 00:00:00+00:00,25.9932624128,26.5729938003,25.8690342584,25.9991780392,21435100,25.9991780392
2009-04-23 00:00:00+00:00,26.3836937554,26.5256687891,25.9636842808,26.4842594042,19213800,26.4842594042
