Date,Open,High,Low,Adj Close,Volume,Close
2018-01-02 00:00:00+00:00,52.0534242211,52.7057048055,51.8885620953,52.6483614574,14891354,52.6483614574
2018-01-03 00:00:00+00:00,52.7558802351,53.5730229452,52.698536887,53.4368324935,19299630,53.4368324935
2018-01-04 00:00:00+00:00,53.400992901,53.7952284191,53.2074591012,53.7593888265,14306843,53.7593888265
2018-01-05 00:00:00+00:00,53.6877096414,53.780892582,53.2934741233,53.737885071,14204426,53.737885071
2018-01-08 00:00:00+00:00,53.7163813154,54.089113078,53.5730229452,54.0604414039,9779217,54.0604414039
2018-01-09 00:00:00+00:00,54.1679601816,54.1822960186,53.8382359301,53.9242509522,9234491,53.9242509522
2018-01-10 00:00:00+00:00,54.0819451595,54.117784752,53.8167321746,53.8597396856,10821983,53.8597396856
2018-01-11 00:00:00+00:00,54.0461055669,55.157132936,53.8525717671,54.9635991362,18089532,54.9635991362
2018-01-12 00:00:00+00:00,54.9779349732,55.6373834762,54.9779349732,55.494025106,19819205,55.494025106
2018-01-16 00:00:00+00:00,55.6230476392,55.6588872317,54.6912182328,54.791569092,16894935,54.791569092
2018-01-17 00:00:00+00:00,54.9492632992,55.508360943,54.5908673737,55.2718196322,14007382,55.2718196322
2018-01-18 00:00:00+00:00,55.0639499954,55.2001404471,54.7198899069,54.820240766,11514622,54.820240766
2018-01-19 00:00:00+00:00,54.6983861513,54.7700653364,54.3901656554,54.7485615809,12962747,54.7485615809
2018-01-22 00:00:00+00:00,54.820240766,55.9527718906,54.805904929,55.9312681351,17016724,55.9312681351
2018-01-23 00:00:00+00:00,56.0387869127,56.0961302608,55.5657042911,55.845253113,10184938,55.845253113
2018-01-24 00:00:00+00:00,55.9097643796,56.1893132015,55.5011930245,55.6947268243,12919670,55.6947268243
2018-01-25 00:00:00+00:00,55.9742756462,55.9742756462,55.157132936,55.2574837951,11718449,55.2574837951
2018-01-26 00:00:00+00:00,55.3793384098,55.6517193132,55.2646517136,55.5585363726,7785306,55.5585363726
2018-01-29 00:00:00+00:00,55.3363308987,55.5298646985,54.6338748847,54.7198899069,12647167,54.7198899069
2018-01-30 00:00:00+00:00,54.2611431222,54.4116694109,53.5730229452,53.6160304563,22751839,53.6160304563
2018-01-31 00:00:00+00:00,53.7593888265,53.8525717671,53.2791382863,53.6518700489,15765547,53.6518700489
2018-02-01 00:00:00+00:00,53.723549234,54.2396393667,53.4224966565,54.2037997741,18011557,54.2037997741
2018-02-02 00:00:00+00:00,53.2074591012,53.3364816344,51.6520207845,51.9387375249,31005405,51.9387375249
2018-02-05 00:00:00+00:00,51.2434494294,51.8957300139,48.9425475876,49.7596902978,34767640,49.7596902978
2018-02-06 00:00:00+00:00,48.9067079951,50.5123217414,48.6701666843,50.1539258159,32815176,50.1539258159
2018-02-07 00:00:00+00:00,50.3116200231,50.942396852,49.3081114317,49.3152793502,24603696,49.3152793502
2018-02-08 00:00:00+00:00,49.3654547798,49.566156498,47.8028485445,47.8243523001,27771124,47.8243523001
2018-02-09 00:00:00+00:00,48.3906178624,48.4407932919,46.1972347982,47.7885127075,35174085,47.7885127075
2018-02-12 00:00:00+00:00,48.4049536994,49.1074097134,48.1755803071,48.5698158251,24956856,48.5698158251
2018-02-13 00:00:00+00:00,48.3189386773,48.5769837436,48.0322219369,48.3691141068,12284954,48.3691141068
2018-02-14 00:00:00+00:00,47.8960314852,49.214928491,47.781344789,49.0715701208,19756920,49.0715701208
2018-02-15 00:00:00+00:00,49.17192098,49.2077605725,48.16124447,48.9497155062,16469372,48.9497155062
2018-02-16 00:00:00+00:00,48.7418458694,49.2866076761,48.5339762326,48.8278608915,13791074,48.8278608915
2018-02-20 00:00:00+00:00,48.9282117506,49.2866076761,48.3404424328,48.5626479066,17808096,48.5626479066
2018-02-21 00:00:00+00:00,48.4192895364,48.8708684025,47.7455051964,47.7455051964,12545399,47.7455051964
2018-02-22 00:00:00+00:00,48.0895652849,48.9783871802,47.9677106703,48.2687632477,15330257,48.2687632477
2018-02-23 00:00:00+00:00,48.5053045585,49.3511189427,48.4192895364,49.3152793502,15684833,49.3152793502
2018-02-26 00:00:00+00:00,49.566156498,49.7095148682,49.3224472687,49.6091640091,12156413,49.6091640091
2018-02-27 00:00:00+00:00,49.7095148682,50.1037503863,48.9568834247,48.9640513432,13465707,48.9640513432
2018-02-28 00:00:00+00:00,49.2220964095,49.4012943723,47.8171843815,47.8386881371,17621961,47.8386881371
2018-03-01 00:00:00+00:00,47.7885127075,48.5196403955,47.4229488635,47.767008952,22974984,47.767008952
2018-03-02 00:00:00+00:00,47.4372847005,48.16124447,47.0573850195,47.9892144258,14578875,47.9892144258
2018-03-05 00:00:00+00:00,47.767008952,48.6486629287,47.6809939299,48.49813664,12831534,48.49813664
2018-03-06 00:00:00+00:00,48.7991892174,48.9783871802,48.2830990847,48.5268083141,15677944,48.5268083141
2018-03-07 00:00:00+00:00,48.0035502628,48.512472477,47.7096656039,48.16124447,12362602,48.16124447
2018-03-08 00:00:00+00:00,48.2687632477,48.4121216179,47.8028485445,48.146908633,8013317,48.146908633
2018-03-09 00:00:00+00:00,48.5196403955,49.1074097134,48.4766328845,49.0644022023,11393053,49.0644022023
2018-03-12 00:00:00+00:00,49.0930738764,49.4084622908,48.806357136,49.0500663653,9486031,49.0500663653
2018-03-13 00:00:00+00:00,49.200592654,49.4227981278,48.49813664,48.6988383583,10730854,48.6988383583
2018-03-14 00:00:00+00:00,48.8852042396,49.0213946913,48.3117707588,48.4121216179,11348152,48.4121216179
2018-03-15 00:00:00+00:00,48.5913195806,48.7991892174,47.795680626,48.16124447,12408513,48.16124447
2018-03-16 00:00:00+00:00,48.1833488249,48.8041380383,48.089508595,48.5875836615,14342576,48.5875836615
2018-03-19 00:00:00+00:00,48.4359955978,48.5009619108,47.5625596116,47.8368618222,14524982,47.8368618222
2018-03-20 00:00:00+00:00,48.0967270742,48.5659282238,48.0317607612,48.2410966587,11259109,48.2410966587
2018-03-21 00:00:00+00:00,48.5298358277,49.8219436089,48.378247764,49.5043305231,16439550,49.5043305231
2018-03-22 00:00:00+00:00,48.955726102,49.2155913541,48.3999032017,48.4937434316,18483779,48.4937434316
2018-03-23 00:00:00+00:00,48.7391717252,49.3022131048,48.089508595,48.1977857834,19214283,48.1977857834
2018-03-26 00:00:00+00:00,48.7536086837,49.1361880826,48.1905673042,49.0640032904,15953442,49.0640032904
2018-03-27 00:00:00+00:00,49.2733391879,49.4754566062,48.3204999302,48.60202062,13923130,48.60202062
2018-03-28 00:00:00+00:00,48.6308945369,48.796919559,47.5769965701,47.6563998415,18228748,47.6563998415
2018-03-29 00:00:00+00:00,47.8657357391,48.8546673928,47.8585172598,48.6597684538,13997923,48.6597684538
2018-04-02 00:00:00+00:00,48.4720879939,48.5587097446,46.869585606,47.6852737584,18993110,47.6852737584
2018-04-03 00:00:00+00:00,47.8657357391,48.7463902045,47.4109715479,48.7030793291,14114315,48.7030793291
2018-04-04 00:00:00+00:00,47.959575969,48.7463902045,47.6275259246,48.6381130161,12490776,48.6381130161
2018-04-05 00:00:00+00:00,48.7608271629,49.8219436089,48.7608271629,49.5115490023,13528407,49.5115490023
2018-04-06 00:00:00+00:00,49.2011543956,49.43936421,47.9740129274,48.6164575784,18883891,48.6164575784
2018-04-09 00:00:00+00:00,48.8474489136,49.4682381269,48.6525499745,48.8474489136,10819833,48.8474489136
2018-04-10 00:00:00+00:00,49.6198261907,50.8614046173,49.6053892322,50.4643882599,22621829,50.4643882599
2018-04-11 00:00:00+00:00,50.3849849885,51.1068329109,50.3200186755,50.9913372434,21190947,50.9913372434
2018-04-12 00:00:00+00:00,51.1645807447,51.3883536007,50.8036567835,50.9841187641,14311617,50.9841187641
2018-04-13 00:00:00+00:00,51.2584209747,51.7564960412,51.1862361824,51.5471601437,13330421,51.5471601437
2018-04-16 00:00:00+00:00,51.6626558112,52.3123189415,51.3883536007,52.0741091271,14024342,52.0741091271
2018-04-17 00:00:00+00:00,52.2112602323,52.5144363598,51.9153025841,52.2762265453,16105269,52.2762265453
2018-04-18 00:00:00+00:00,52.7309907365,53.5755528058,52.7165537781,53.099133177,17311471,53.099133177
2018-04-19 00:00:00+00:00,53.1424440523,53.5611158473,52.8392679249,53.16409949,18150344,53.16409949
2018-04-20 00:00:00+00:00,53.0558223016,53.099133177,52.5721841936,52.9114527171,13690420,52.9114527171
2018-04-23 00:00:00+00:00,52.745427695,53.2435027615,52.456688526,53.2362842822,14844633,53.2362842822
2018-04-24 00:00:00+00:00,53.3806538667,53.7487963072,52.3772852545,52.6660244235,22787505,52.6660244235
2018-04-25 00:00:00+00:00,52.4999994013,53.1568810108,52.167949357,53.0846962185,13160121,53.0846962185
2018-04-26 00:00:00+00:00,53.2795951576,53.9003843709,53.1135701354,53.8570734956,12216888,53.8570734956
2018-04-27 00:00:00+00:00,53.3084690745,53.5538973681,53.0774777393,53.2868136368,10539303,53.2868136368
2018-04-30 00:00:00+00:00,53.2001918861,53.8787289332,53.1857549277,53.2795951576,12963191,53.2795951576
2018-05-01 00:00:00+00:00,53.0125114263,53.0486038224,52.2834450246,52.9547635925,13800927,52.9547635925
2018-05-02 00:00:00+00:00,52.7959570495,53.5899897642,52.7237722573,53.1713179692,13434737,53.1713179692
2018-05-03 00:00:00+00:00,52.9258896756,53.1352255731,52.3339743791,53.0486038224,15329576,53.0486038224
2018-05-04 00:00:00+00:00,52.9042342379,53.4961495343,52.6876798612,53.3084690745,13585489,53.3084690745
2018-05-07 00:00:00+00:00,53.7271408695,54.5500475011,53.2723766784,53.3806538667,17973699,53.3806538667
2018-05-08 00:00:00+00:00,53.4023093044,53.8281995787,52.4350330883,53.7993256618,28774057,53.7993256618
2018-05-09 00:00:00+00:00,54.4562072712,55.5028867588,54.448988792,54.8965345039,24903938,54.8965345039
2018-05-10 00:00:00+00:00,55.1130888807,55.4379204458,54.8604421078,55.3079878197,13890093,55.3079878197
2018-05-11 00:00:00+00:00,55.4307019665,55.7627520109,55.2646769444,55.3873910912,12010656,55.3873910912
2018-05-14 00:00:00+00:00,55.5606345926,56.022617263,55.5606345926,55.7699704901,10226324,55.7699704901
2018-05-15 00:00:00+00:00,55.6472563433,55.8710291993,55.3585171743,55.7844074486,10482690,55.7844074486
2018-05-16 00:00:00+00:00,55.7050041771,56.0153987837,55.4234834873,55.9793063876,11997162,55.9793063876
2018-05-17 00:00:00+00:00,56.1597683682,56.9032717284,56.1308944513,56.8238684569,16271320,56.8238684569
2018-05-18 00:00:00+00:00,56.7228097478,56.7805575816,56.3402303489,56.3835412242,14092682,56.3835412242
2018-05-21 00:00:00+00:00,56.7011543101,56.9610195622,56.4124151411,56.9610195622,11513109,56.9610195622
2018-05-22 00:00:00+00:00,56.953801083,57.3291620026,56.0442727006,56.2030792436,16583398,56.2030792436
2018-05-23 00:00:00+00:00,55.8782476785,56.2391716397,55.4162650081,56.1958607644,16605788,56.1958607644
2018-05-24 00:00:00+00:00,55.5461976341,55.6328193848,55.0192486507,55.2718954236,19154752,55.2718954236
2018-05-25 00:00:00+00:00,54.2974007283,54.3695855205,53.3012505953,53.8354180579,32453517,53.8354180579
2018-05-29 00:00:00+00:00,53.4167462629,54.0014430801,53.1713179692,53.6693930357,19327458,53.6693930357
2018-05-30 00:00:00+00:00,54.1313757061,55.5389791549,54.1097202684,55.2935508613,23022169,55.2935508613
2018-05-31 00:00:00+00:00,54.8893160247,55.5317606757,54.7593833986,54.8748790662,13258724,54.8748790662
2018-06-01 00:00:00+00:00,55.0625595261,55.5028867588,54.8387866701,55.1347443183,14102548,55.1347443183
2018-06-04 00:00:00+00:00,55.3224247782,55.7266596148,54.513955105,54.6583246895,13689210,54.6583246895
2018-06-05 00:00:00+00:00,54.3912409582,54.9470638585,54.2685268114,54.5283920635,13707928,54.5283920635
2018-06-06 00:00:00+00:00,54.7305094818,54.9326269,54.3046192075,54.7882573155,13479246,54.7882573155
2018-06-07 00:00:00+00:00,55.0769964845,55.9359955123,55.0625595261,55.6183824264,15178860,55.6183824264
2018-06-08 00:00:00+00:00,55.6833487394,55.8349368031,55.1636182352,55.510105238,11236625,55.510105238
2018-06-11 00:00:00+00:00,55.4956682796,56.0514911799,55.380172612,55.798844407,10717777,55.798844407
